,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
2865,FDL15,OUT010,366.536348863
2866,FDQ08,OUT049,860.489333132
2867,DRN36,OUT013,1584.08963944
2868,FDI46,OUT013,4354.14034243
2869,FDG16,OUT027,5334.2056101
2870,FDV32,OUT013,896.166437536
2871,FDF44,OUT010,319.965907053
2872,FDK04,OUT018,762.46039079
2873,NCA41,OUT013,3064.77543351
2874,FDD51,OUT017,700.468486145
2875,NCZ53,OUT045,3037.50063821
2876,FDP01,OUT027,4051.43694691
2877,FDY25,OUT049,3232.36195188
2878,FDB17,OUT018,2702.14874809
2879,NCV54,OUT018,1698.3434222
2880,FDJ32,OUT017,976.591581252
2881,FDA37,OUT049,2085.62206278
2882,FDG35,OUT035,2965.09950995
2883,NCM05,OUT018,3575.20665538
2884,FDG45,OUT046,3477.05509868
2885,FDH28,OUT013,615.422768339
2886,NCE18,OUT049,4288.52844096
2887,FDH38,OUT045,1964.67570539
2888,FDR56,OUT013,3083.57519782
2889,FDH17,OUT027,2552.12709475
2890,FDD39,OUT049,3480.3095563
2891,FDB41,OUT049,753.287826075
2892,NCR53,OUT046,3528.3972465
2893,FDX46,OUT017,898.999234763
2894,FDV28,OUT049,637.200647576
2895,FDA08,OUT018,2432.69521884
2896,FDH45,OUT017,651.204129893
2897,NCS38,OUT010,274.153538899
2898,FDD40,OUT010,508.186509257
2899,DRM59,OUT035,2457.41883442
2900,NCJ43,OUT018,2702.35498106
2901,NCN29,OUT013,758.723387593
2902,NCC19,OUT045,3083.56542912
2903,FDR56,OUT035,3124.52951899
2904,FDZ43,OUT049,4183.85769044
2905,FDJ32,OUT010,171.957755439
2906,DRH03,OUT017,1437.72852274
2907,NCZ54,OUT035,2781.49229125
2908,FDE26,OUT017,2415.25170083
2909,FDS03,OUT045,996.038150429
2910,DRZ24,OUT019,300.889955421
2911,FDO48,OUT027,5608.98057744
2912,FDW39,OUT049,2979.82798141
2913,NCK05,OUT049,879.957283665
2914,NCK30,OUT017,3949.12435097
2915,FDT27,OUT018,3361.5225704
2916,FDS08,OUT019,437.961575586
2917,NCJ19,OUT049,839.934516405
2918,FDC58,OUT045,713.099621888
2919,DRE37,OUT013,3191.97420312
2920,FDW02,OUT035,2051.37258806
2921,FDJ02,OUT010,350.903499614
2922,FDX09,OUT045,2874.82767688
2923,FDT31,OUT010,475.870632918
2924,FDI24,OUT049,3094.18031897
2925,FDY09,OUT045,2920.84154732
2926,FDV28,OUT045,619.717330779
2927,DRM47,OUT049,3257.83449935
2928,FDT52,OUT019,520.631588393
2929,FDI48,OUT018,739.252768327
2930,FDY55,OUT017,4066.80286783
2931,FDU48,OUT013,2204.45034586
2932,FDN25,OUT045,905.011838687
2933,FDP20,OUT049,2150.57921424
2934,FDJ15,OUT013,3201.10746544
2935,FDD04,OUT018,1937.89709007
2936,FDY58,OUT045,3723.31666115
2937,FDR37,OUT018,2724.97316139
2938,FDF44,OUT013,2119.30782523
2939,FDD32,OUT045,1323.31397858
2940,FDR57,OUT017,2507.94779959
2941,DRG39,OUT027,1647.8314621
2942,FDX15,OUT017,2651.59466208
2943,DRN37,OUT045,2757.81729559
2944,FDW40,OUT027,3812.40917044
2945,FDB32,OUT049,1410.15753876
2946,FDM40,OUT018,2031.55992056
2947,FDE39,OUT027,3092.06310639
2948,DRH49,OUT017,1315.29799752
2949,FDT46,OUT049,783.997988543
2950,NCF06,OUT035,4007.35814013
2951,FDP07,OUT017,3216.63840884
2952,FDC04,OUT013,4260.30082614
2953,FDZ32,OUT017,1723.03569254
2954,FDD50,OUT045,2828.3804111
2955,FDU56,OUT017,3079.93344484
2956,FDV34,OUT017,1203.48433723
2957,NCY41,OUT013,603.225333321
2958,NCK18,OUT046,2846.15632906
2959,DRH25,OUT049,801.879039635
2960,FDT57,OUT046,3891.03727602
2961,FDV56,OUT018,1439.26918386
2962,FDV12,OUT045,1564.91815538
2963,FDN52,OUT017,1405.39662612
2964,FDX38,OUT035,778.346633793
2965,FDE47,OUT018,1704.41403191
2966,NCO07,OUT013,3444.65800707
2967,FDV09,OUT027,4051.36555813
2968,FDZ23,OUT019,481.55004919
2969,DRH51,OUT018,1260.44154796
2970,NCY54,OUT045,2853.69680835
2971,DRG49,OUT013,4307.1837886
2972,NCC19,OUT049,3252.58616776
2973,NCV53,OUT045,3974.50611934
2974,FDZ47,OUT019,265.061397723
2975,NCO26,OUT018,1611.54537134
2976,NCP02,OUT045,949.802106572
2977,NCW30,OUT018,3551.91959156
2978,NCN55,OUT046,3832.41399536
2979,FDB20,OUT010,219.346803536
2980,DRL11,OUT013,2543.08277567
2981,DRD60,OUT045,2941.18898949
2982,FDW14,OUT010,218.724867409
2983,FDL27,OUT010,194.401110446
2984,FDU09,OUT018,751.754848207
2985,DRH36,OUT027,2153.82224937
2986,FDP34,OUT027,4107.32801358
2987,FDE04,OUT017,2979.51699249
2988,FDZ57,OUT027,3476.65089651
2989,FDF02,OUT010,242.508881103
2990,FDG28,OUT045,4050.04103445
2991,NCI31,OUT046,632.697008543
2992,FDT43,OUT013,769.574763427
2993,FDU20,OUT046,2117.8912446
2994,FDD53,OUT013,666.948214096
2995,FDW15,OUT045,2565.03492947
2996,NCT53,OUT045,2717.09479367
2997,NCG55,OUT027,3065.68049979
2998,FDD48,OUT035,1894.1346711
2999,FDG47,OUT049,4222.25928258
3000,FDI21,OUT017,974.479594545
3001,FDT27,OUT017,3974.75404933
3002,DRO35,OUT013,1990.80443032
3003,FDD33,OUT017,3983.1590268
3004,FDC04,OUT035,4140.0566688
3005,FDY34,OUT013,2660.06410769
3006,DRJ49,OUT049,2100.93835149
3007,FDE05,OUT049,2350.96887334
3008,FDU31,OUT017,3806.66110211
3009,NCN19,OUT027,5012.49827052
3010,FDK56,OUT027,5081.47456236
3011,FDK58,OUT017,1740.99960095
3012,NCJ42,OUT035,1665.0424711
3013,FDZ34,OUT027,5091.36431552
3014,FDA52,OUT018,2673.33263702
3015,NCR29,OUT013,785.885884146
3016,FDT48,OUT035,3273.84030228
3017,DRJ51,OUT019,508.905970609
3018,NCS54,OUT046,2919.27219432
3019,FDV01,OUT035,2533.69189718
3020,DRG51,OUT027,4505.9962375
3021,NCG42,OUT013,2247.49880821
3022,FDA51,OUT049,1946.55124722
3023,FDV19,OUT010,392.509938624
3024,NCT18,OUT045,2961.02860593
3025,NCS41,OUT045,2985.81238043
3026,FDO03,OUT046,3778.70649534
3027,FDL12,OUT010,180.175299694
3028,FDY37,OUT010,340.435272955
3029,FDI58,OUT049,1462.11771634
3030,FDT28,OUT018,2174.94266904
3031,NCC42,OUT010,334.701174579
3032,FDO01,OUT017,2216.28483314
3033,FDJ02,OUT013,2488.90427576
3034,FDQ04,OUT018,623.017876513
3035,DRL47,OUT013,2172.55790734
3036,FDZ32,OUT035,1684.83478853
3037,FDC35,OUT035,3597.65406013
3038,FDX14,OUT045,1199.52395494
3039,FDZ35,OUT013,1727.23778718
3040,FDL14,OUT013,2449.9689851
3041,FDO04,OUT049,842.383006305
3042,DRK11,OUT017,2470.3901756
3043,FDB44,OUT018,3231.28182293
3044,FDZ50,OUT049,3235.707762
3045,FDI12,OUT027,2401.74787744
3046,FDU43,OUT017,4069.97741351
3047,FDD58,OUT010,228.185811347
3048,FDB27,OUT017,3280.75127341
3049,FDB04,OUT018,1258.37821812
3050,NCO17,OUT013,2028.41746574
3051,FDL12,OUT017,908.670013452
3052,DRJ13,OUT049,2792.61412009
3053,FDD57,OUT045,1571.00340011
3054,FDW19,OUT035,1752.21008655
3055,DRD27,OUT018,1416.51334536
3056,FDH27,OUT027,3967.47516372
3057,NCW30,OUT027,6078.2368539
3058,FDR40,OUT018,1213.9356323
3059,FDG05,OUT013,2504.53300717
3060,NCY41,OUT019,141.851980949
3061,FDI38,OUT018,3135.02928238
3062,FDR20,OUT046,701.774091069
3063,FDE09,OUT017,1745.49274987
3064,FDN50,OUT019,251.15525073
3065,DRF27,OUT045,2412.21631327
3066,DRF51,OUT013,603.923889138
3067,NCO02,OUT019,198.337638617
3068,FDB51,OUT027,1663.33631648
3069,FDJ50,OUT013,786.22078135
3070,FDN52,OUT013,1347.68300692
3071,FDX14,OUT013,1247.43636971
3072,FDT27,OUT019,507.468460642
3073,FDV10,OUT013,667.227602846
3074,FDU33,OUT046,753.495686417
3075,FDU58,OUT046,3171.73886619
3076,NCP42,OUT027,5169.52878592
3077,FDL51,OUT027,5345.20034674
3078,DRH15,OUT027,1303.36476436
3079,FDU16,OUT017,1345.06870697
3080,FDW15,OUT017,2562.36758031
3081,FDQ44,OUT045,2091.27055491
3082,NCI06,OUT027,5037.14189088
3083,DRK23,OUT019,520.079162606
3084,FDC28,OUT035,1721.45823567
3085,NCY17,OUT019,146.225512888
3086,NCV05,OUT018,2302.21245123
3087,FDM34,OUT019,333.046897764
3088,DRD60,OUT027,5006.62278602
3089,FDT38,OUT046,1335.30319225
3090,FDQ57,OUT018,2107.23318697
3091,FDE59,OUT027,1160.96911902
3092,NCM43,OUT046,2829.87131599
3093,DRI51,OUT049,2978.84298918
3094,NCG30,OUT017,2160.94674257
3095,NCK54,OUT035,1917.55675933
3096,FDQ16,OUT019,273.834905686
3097,FDI36,OUT013,3108.35022111
3098,FDX16,OUT027,4010.09988328
3099,FDA34,OUT046,2888.52182712
3100,FDJ48,OUT018,3575.02181562
3101,FDU47,OUT035,2190.47922083
3102,FDS39,OUT046,2269.18576288
3103,FDD11,OUT046,3920.63297929
3104,FDM16,OUT027,2047.81873533
3105,FDU56,OUT018,2748.82243205
3106,FDQ32,OUT017,2124.10323521
3107,DRK35,OUT013,634.620841622
3108,FDA58,OUT049,3860.13156896
3109,DRG48,OUT019,348.364885534
3110,FDT59,OUT010,562.615965518
3111,FDQ31,OUT019,248.513328088
3112,FDS51,OUT018,843.24383346
3113,FDW32,OUT027,2410.85573246
3114,FDI15,OUT027,6063.34634739
3115,NCV30,OUT017,948.023657095
3116,DRG25,OUT049,3255.46315107
3117,FDT02,OUT013,596.361184359
3118,FDO33,OUT027,3045.13933481
3119,FDP38,OUT035,835.4098676
3120,FDZ45,OUT035,3121.9076089
3121,NCA54,OUT027,5012.39966678
3122,FDU33,OUT017,729.745148337
3123,FDN58,OUT017,4103.40776716
3124,FDI05,OUT045,1263.54140785
3125,FDM57,OUT019,227.419891574
3126,NCS42,OUT027,2447.15866012
3127,FDB57,OUT045,3608.30394902
3128,FDC03,OUT045,3152.86177996
3129,FDZ58,OUT013,2110.56301222
3130,NCK29,OUT045,2014.85101147
3131,NCR53,OUT045,3557.05318928
3132,FDE26,OUT027,4014.92452336
3133,FDU52,OUT049,2462.23603269
3134,FDE41,OUT027,2356.52341521
3135,FDU38,OUT018,2763.79285206
3136,FDA52,OUT017,2820.59727641
3137,FDW46,OUT046,1021.40263172
3138,DRI59,OUT035,3734.11633177
3139,FDT38,OUT035,1328.23688054
3140,FDL33,OUT018,2881.64639741
3141,FDQ01,OUT027,6024.83427007
3142,FDJ08,OUT046,3131.10223949
3143,FDQ47,OUT049,653.937559038
3144,NCZ18,OUT013,4223.79708277
3145,FDE29,OUT017,933.607878286
3146,FDF10,OUT027,4037.80626029
3147,FDC48,OUT049,1346.44388686
3148,FDY58,OUT013,4086.34270592
3149,NCX30,OUT010,548.273863177
3150,FDV11,OUT013,2941.5507566
3151,FDT46,OUT046,782.518371965
3152,DRD01,OUT019,168.286367668
3153,FDQ11,OUT013,4288.16348575
3154,NCM41,OUT017,1468.01624125
3155,NCC55,OUT013,612.440763011
3156,FDG45,OUT027,5356.0479966
3157,NCQ54,OUT049,2950.21182873
3158,FDM34,OUT045,2094.61942432
3159,FDD17,OUT019,500.476908393
3160,FDN38,OUT027,6018.63889909
3161,FDB53,OUT018,2165.38433168
3162,NCL06,OUT035,4010.24344231
3163,NCV18,OUT019,217.408110562
3164,FDX25,OUT013,3200.497743
3165,FDB39,OUT046,901.586290676
3166,FDC33,OUT049,3255.86195193
3167,NCO14,OUT018,669.655647244
3168,FDA58,OUT027,5982.49660402
3169,NCQ02,OUT017,3127.22621996
3170,NCR53,OUT017,3831.74344733
3171,FDN52,OUT046,1370.42875869
3172,FDG26,OUT046,4125.83705864
3173,FDE23,OUT027,1368.98459512
3174,DRI37,OUT013,829.061836302
3175,DRH37,OUT018,2487.41923044
3176,FDO01,OUT035,2121.61203615
3177,FDK45,OUT049,1892.28212194
3178,FDP23,OUT049,3506.59842136
3179,FDM33,OUT035,3729.48759951
3180,FDD36,OUT017,2059.95128392
3181,FDL56,OUT017,1339.92855454
3182,FDT27,OUT010,558.404161837
3183,FDG52,OUT017,700.799921294
3184,NCL42,OUT035,3990.2699986
3185,DRJ24,OUT046,3117.28660997
3186,FDV38,OUT046,872.398885321
3187,FDT35,OUT045,2858.42186065
3188,FDY51,OUT045,3422.53126633
3189,FDC37,OUT017,1754.51849094
3190,NCP43,OUT013,3186.25008895
3191,FDO33,OUT045,1806.1126939
3192,FDW04,OUT018,1837.10150828
3193,NCC31,OUT046,2430.92933159
3194,FDK22,OUT049,3531.21110949
3195,FDJ50,OUT017,852.039726356
3196,FDV13,OUT017,1392.32810089
3197,DRL60,OUT017,2477.26273577
3198,FDW03,OUT017,1729.03005701
3199,FDY27,OUT035,2923.95936464
3200,FDB39,OUT027,1660.21854442
3201,FDU59,OUT045,2690.36251029
3202,FDZ57,OUT049,2101.09806403
3203,FDO21,OUT049,3859.9748346
3204,FDS43,OUT018,2750.04850992
3205,FDU28,OUT010,492.352068472
3206,FDC51,OUT010,283.855420927
3207,FDW16,OUT010,225.947016687
3208,FDP32,OUT010,307.368444608
3209,FDB60,OUT019,497.107087448
3210,NCQ30,OUT046,2055.75259454
3211,FDD26,OUT049,3266.13207731
3212,FDI44,OUT045,1230.15027243
3213,DRH23,OUT046,917.112282378
3214,FDO44,OUT046,1761.9015454
3215,FDG04,OUT046,3062.47556548
3216,FDM32,OUT027,2477.86018011
3217,FDM09,OUT013,2774.01378073
3218,FDZ47,OUT013,1595.68737136
3219,FDM40,OUT027,3966.82832181
3220,FDY48,OUT017,1708.40427555
3221,NCM30,OUT045,688.862046808
3222,FDX36,OUT010,556.525952983
3223,DRF03,OUT017,601.170011261
3224,FDN51,OUT049,4207.54389846
3225,FDM57,OUT049,1365.7539576
3226,FDB35,OUT049,1458.4409203
3227,FDY13,OUT027,2175.40014851
3228,FDA37,OUT017,2099.28270794
3229,NCX53,OUT017,2322.78973996
3230,FDD59,OUT018,1202.57360713
3231,FDX10,OUT019,151.284170305
3232,FDC03,OUT018,2899.97782187
3233,FDW43,OUT035,3900.42516118
3234,FDW10,OUT046,2788.4601064
3235,FDY14,OUT027,6101.95798596
3236,FDV43,OUT045,731.625827578
3237,FDO40,OUT013,2494.43557435
3238,FDP46,OUT027,2484.05904945
3239,NCE43,OUT019,402.382513735
3240,FDD05,OUT035,2091.28566395
3241,FDJ60,OUT010,412.237292386
3242,DRE27,OUT018,1366.10239627
3243,FDO11,OUT035,4172.59584885
3244,DRG11,OUT027,2760.62829058
3245,FDK33,OUT010,514.677502004
3246,DRM23,OUT045,2820.38365425
3247,FDJ02,OUT027,4001.84691447
3248,NCZ05,OUT045,1641.59910507
3249,NCL30,OUT013,2186.11255337
3250,FDZ19,OUT018,2594.29746746
3251,FDM45,OUT049,2053.9312988
3252,FDO36,OUT046,2900.62576563
3253,NCK31,OUT045,831.763602931
3254,DRJ37,OUT045,2485.02204205
3255,FDP24,OUT018,1704.60609818
3256,FDF46,OUT013,1962.10787606
3257,FDX46,OUT019,172.579050988
3258,NCL18,OUT045,2991.8667109
3259,FDJ26,OUT013,3453.01054538
3260,FDJ07,OUT045,1930.92539555
3261,FDY15,OUT013,2432.77366464
3262,DRG01,OUT045,1210.60613794
3263,FDF58,OUT045,1025.32620322
3264,FDZ14,OUT019,306.994525129
3265,FDP31,OUT049,931.848549994
3266,FDH45,OUT013,666.321569886
3267,FDA09,OUT010,448.620993374
3268,FDW31,OUT035,3151.34420094
3269,FDA57,OUT046,681.088616838
3270,NCE55,OUT035,2804.389797
3271,FDC17,OUT019,499.611275421
3272,FDC59,OUT013,946.549756269
3273,FDA22,OUT013,2706.60906843
3274,FDK52,OUT035,3691.89922036
3275,NCM26,OUT046,2526.14224062
3276,NCT53,OUT035,2769.91834097
3277,FDW45,OUT018,2172.52268889
3278,NCI18,OUT035,3680.55707926
3279,FDE38,OUT018,2462.666626
3280,FDF08,OUT019,246.418229195
3281,FDY58,OUT010,557.621504587
3282,FDF58,OUT019,184.841036307
3283,FDX39,OUT017,3767.06401897
3284,FDB44,OUT049,3518.41972317
3285,FDF28,OUT013,2143.68606504
3286,FDE39,OUT013,1957.06858913
3287,FDT37,OUT018,3574.12817813
3288,FDZ45,OUT017,3252.565304
3289,FDO40,OUT035,2532.24507611
3290,FDM57,OUT027,2372.18820489
3291,DRG36,OUT017,2882.89811259
3292,FDY36,OUT010,200.887267528
3293,DRL60,OUT027,4031.80950368
3294,FDS25,OUT019,288.395986324
3295,DRF49,OUT027,2859.69420292
3296,FDP16,OUT045,4063.71897403
3297,FDS60,OUT049,3105.25765908
3298,FDU15,OUT027,1165.82593562
3299,FDK43,OUT046,2087.20600946
3300,FDN25,OUT046,929.531582741
3301,FDE53,OUT049,1637.10070085
3302,FDB22,OUT013,2515.53561697
3303,FDE39,OUT017,2041.61803755
3304,FDX35,OUT035,3869.70769144
3305,NCG54,OUT049,2966.44164686
3306,FDH27,OUT035,2408.87403896
3307,NCK42,OUT013,3564.62837009
3308,FDS25,OUT049,1712.24585409
3309,FDI10,OUT018,2634.77019634
3310,FDU35,OUT035,1642.76152556
3311,FDI04,OUT017,3248.0265339
3312,DRK23,OUT035,4115.75122343
3313,FDB53,OUT019,358.152764084
3314,FDY02,OUT049,4159.03346474
3315,FDM60,OUT035,665.286076087
3316,NCJ31,OUT010,537.236175389
3317,DRP35,OUT017,2178.4180954
3318,NCQ30,OUT018,1709.53913377
3319,DRL11,OUT010,399.575677998
3320,FDU01,OUT013,3146.34484139
3321,FDR39,OUT035,2936.26837662
3322,FDO08,OUT046,2797.95027864
3323,FDC02,OUT045,4049.49709344
3324,NCZ29,OUT035,2069.0120122
3325,FDF29,OUT010,310.190798398
3326,FDZ23,OUT017,3157.10072278
3327,NCU53,OUT018,2477.30008683
3328,NCW30,OUT013,4366.56916549
3329,NCM26,OUT027,4110.12217234
3330,FDV50,OUT027,3263.66423299
3331,FDW15,OUT049,2447.19748074
3332,FDI35,OUT027,4989.05666494
3333,FDO11,OUT017,4160.25859295
3334,FDN48,OUT046,1445.45000483
3335,NCA17,OUT049,2500.63887499
3336,NCN54,OUT013,1259.99426534
3337,FDP22,OUT013,758.988132082
3338,NCB54,OUT035,2046.67891895
3339,FDD08,OUT045,653.059544146
3340,DRM48,OUT010,162.635294536
3341,FDG41,OUT027,2812.18055344
3342,FDE44,OUT027,1465.03839584
3343,FDE26,OUT035,2322.12952843
3344,NCS38,OUT013,1877.58290618
3345,NCJ54,OUT018,3318.7869661
3346,FDI40,OUT019,259.182026554
3347,FDN45,OUT018,3207.09973464
3348,FDU43,OUT046,3985.85739987
3349,FDI04,OUT010,529.955512795
3350,NCC07,OUT018,1451.27116671
3351,NCC07,OUT019,264.884568396
3352,NCD18,OUT045,3617.46185866
3353,FDU55,OUT035,4149.77160599
3354,FDX59,OUT035,628.280470218
3355,FDR52,OUT049,3271.16230474
3356,NCP17,OUT013,906.217421267
3357,FDQ32,OUT045,2071.63900704
3358,NCT17,OUT049,3255.46315107
3359,FDO10,OUT049,842.794469275
3360,FDE32,OUT049,633.15985452
3361,FDN44,OUT045,2703.49765045
3362,FDH02,OUT035,1387.07063772
3363,FDK60,OUT013,1595.68737136
3364,FDS24,OUT019,251.305352354
3365,FDL03,OUT010,496.634105016
3366,FDB46,OUT027,5280.31996655
3367,FDO48,OUT049,3700.66304466
3368,FDZ39,OUT049,1650.08075361
3369,FDT02,OUT027,1153.35661888
3370,FDC50,OUT013,1478.77503008
3371,FDP39,OUT035,834.460579017
3372,DRG15,OUT018,788.513459349
3373,FDP10,OUT018,1483.79274606
3374,FDF53,OUT027,5157.84010528
3375,FDN34,OUT045,2925.34797482
3376,FDK02,OUT045,2014.75632403
3377,FDC23,OUT045,2927.95756192
3378,FDJ10,OUT019,338.46548254
3379,FDE53,OUT035,1680.59905994
3380,FDR25,OUT035,4101.42980181
3381,FDW50,OUT046,2781.17618737
3382,FDS09,OUT049,805.231365631
3383,FDW49,OUT010,443.983175465
3384,FDU51,OUT046,2859.46931803
3385,FDF28,OUT018,1734.16894107
3386,NCY30,OUT018,2725.26778546
3387,FDD44,OUT045,4009.50290451
3388,FDX09,OUT017,2957.12295996
3389,NCF30,OUT013,2163.36723867
3390,FDZ50,OUT019,486.058189493
3391,FDW37,OUT013,1378.72941511
3392,FDD11,OUT049,4259.69665868
3393,DRH39,OUT018,1085.05820597
3394,FDA36,OUT049,3235.87119857
3395,NCG43,OUT049,1433.28229414
3396,FDF02,OUT035,1672.58418302
3397,FDP57,OUT027,2636.55231225
3398,NCE42,OUT017,4005.31748023
3399,NCR38,OUT027,6051.95701789
3400,FDP03,OUT019,314.586767416
3401,FDO51,OUT035,710.828790652
3402,NCQ42,OUT046,2139.62224476
3403,NCM41,OUT046,1424.67610283
3404,FDH48,OUT027,2363.66022077
3405,DRF60,OUT046,3815.54238758
3406,FDJ27,OUT035,1649.07684512
3407,FDQ14,OUT013,2446.79169945
3408,FDN27,OUT017,2067.85398475
3409,NCQ02,OUT046,3072.69561353
3410,FDJ33,OUT049,2088.69516528
3411,FDP07,OUT027,5302.9646861
3412,DRE01,OUT049,4068.51042603
3413,FDU36,OUT045,1629.06806282
3414,FDL28,OUT017,4001.57923395
3415,NCX53,OUT046,2195.99383633
3416,FDZ39,OUT013,1744.05159045
3417,NCP42,OUT013,3127.3315662
3418,FDJ14,OUT035,1355.47489867
3419,FDK04,OUT049,832.780733125
3420,NCC19,OUT017,3281.56632979
3421,FDS09,OUT018,702.454144987
3422,FDZ02,OUT046,1632.72369225
3423,FDD35,OUT018,1721.86456009
3424,NCY42,OUT017,2394.91545898
3425,FDB05,OUT045,4005.67792398
3426,FDF20,OUT035,3093.15378515
3427,NCO41,OUT018,1385.7940478
3428,FDC40,OUT027,2262.26135184
3429,FDV58,OUT045,3005.80167837
3430,FDZ57,OUT045,2051.90778731
3431,DRM35,OUT046,2930.30951602
3432,DRN36,OUT018,1352.10484331
3433,FDQ13,OUT046,1348.35377279
3434,DRO35,OUT010,272.703588502
3435,NCD43,OUT035,1666.12421542
3436,FDA51,OUT018,1614.34353725
3437,NCX17,OUT027,5998.51831836
3438,NCZ17,OUT049,673.764886223
3439,FDR11,OUT027,4303.89802138
3440,FDW34,OUT049,4234.82231684
3441,FDN50,OUT017,1453.2336194
3442,FDS09,OUT046,801.334408303
3443,FDS48,OUT018,2178.07248507
3444,FDL44,OUT049,2892.27383803
3445,DRF48,OUT018,2693.16137355
3446,FDA14,OUT018,2152.03269278
3447,NCD30,OUT049,1545.91514983
3448,FDI16,OUT017,799.62077575
3449,NCG06,OUT035,3970.19496815
3450,DRZ24,OUT035,2017.96620291
3451,NCS17,OUT045,1538.22105872
3452,FDB37,OUT045,4002.94338034
3453,FDE10,OUT035,2064.01663071
3454,FDC57,OUT045,3020.00699676
3455,FDM12,OUT018,2729.12269213
3456,FDE24,OUT049,2227.4050999
3457,FDW22,OUT045,3574.93817386
3458,DRD01,OUT027,1612.07627396
3459,NCZ18,OUT027,6039.81701619
3460,FDN49,OUT045,667.135276249
3461,FDR22,OUT035,1854.36562025
3462,FDV08,OUT019,137.410125184
3463,FDY39,OUT046,3157.77354906
3464,FDV36,OUT049,2143.58353591
3465,FDO60,OUT045,728.999024825
3466,FDU04,OUT027,3162.08960879
3467,FDR20,OUT027,1344.12966308
3468,FDW19,OUT019,283.966682489
3469,FDU40,OUT049,3134.84413095
3470,FDK15,OUT045,1581.46545055
3471,DRF15,OUT035,2511.26477841
3472,FDQ25,OUT017,2826.45794817
3473,FDI48,OUT019,160.900628694
3474,FDS49,OUT046,1282.30500321
3475,FDV22,OUT046,2667.86012355
3476,NCV42,OUT046,1767.68227968
3477,FDX26,OUT046,3024.61055672
3478,FDI33,OUT018,1307.57207138
3479,FDZ14,OUT049,2058.21179369
3480,FDG10,OUT013,784.355192461
3481,FDM38,OUT018,700.917510969
3482,FDG26,OUT027,6069.96325098
3483,FDH46,OUT035,1645.40293443
3484,FDN13,OUT018,1445.00117487
3485,FDU57,OUT035,2479.48647817
3486,NCI06,OUT046,2924.71773495
3487,FDM38,OUT045,864.699973063
3488,NCG42,OUT010,315.175271412
3489,FDL39,OUT045,2885.41990403
3490,FDT31,OUT019,468.467294865
3491,FDV59,OUT013,3594.94090839
3492,FDB49,OUT035,1639.27498373
3493,FDD58,OUT049,1644.05701066
3494,DRN59,OUT046,732.898461889
3495,FDX48,OUT049,2478.71697172
3496,FDQ11,OUT049,4237.71531614
3497,FDY12,OUT049,818.654746282
3498,FDQ11,OUT045,4036.57231616
3499,DRI11,OUT017,1939.84499096
3500,FDY32,OUT027,4408.63997163
3501,FDS51,OUT045,958.168352372
3502,FDR19,OUT010,350.197384963
3503,DRB13,OUT018,2775.47440507
3504,FDS21,OUT035,969.498317322
3505,FDQ40,OUT045,2837.32311449
3506,NCE55,OUT013,2892.59303168
3507,FDX43,OUT027,4478.43349657
3508,FDS12,OUT049,2072.77360023
3509,DRK01,OUT027,2549.39845861
3510,FDN25,OUT017,855.127572255
3511,FDB60,OUT046,3217.68670395
3512,FDQ13,OUT017,1367.83433783
3513,DRK13,OUT045,3079.05070661
3514,DRF25,OUT018,585.666758192
3515,NCD42,OUT019,146.225512888
3516,FDW25,OUT045,1388.21600625
3517,NCV29,OUT027,4980.74008468
3518,NCK42,OUT035,3637.50196383
3519,DRJ13,OUT027,4129.99057663
3520,DRD15,OUT017,3914.15170473
3521,FDM27,OUT045,2618.90458696
3522,FDZ50,OUT018,2723.33022344
3523,FDC04,OUT046,4017.76030557
3524,FDF50,OUT049,3239.09214696
3525,FDP15,OUT045,3876.17517169
3526,FDK46,OUT035,4047.04003191
3527,FDZ56,OUT018,2518.22640382
3528,FDY60,OUT049,2326.20389664
3529,FDB10,OUT035,3954.87753504
3530,FDR57,OUT045,2498.35045952
3531,FDU58,OUT049,3260.95647332
3532,FDH02,OUT046,1359.43178585
3533,FDP48,OUT013,3196.84551583
3534,FDI46,OUT035,4066.30820301
3535,FDW56,OUT013,3108.49511374
3536,NCM19,OUT010,272.80589266
3537,FDS50,OUT027,5685.36150067
3538,FDK24,OUT013,725.420581478
3539,FDO36,OUT017,2978.21535154
3540,FDK45,OUT027,3033.07455878
3541,NCL05,OUT045,731.667319689
3542,FDL32,OUT018,1589.53331112
3543,FDA28,OUT049,2136.68497831
3544,FDY36,OUT018,1106.07081279
3545,FDP32,OUT018,1798.96529373
3546,FDL50,OUT046,2057.63429649
3547,DRC24,OUT049,2555.36037659
3548,NCS18,OUT017,1753.70511026
3549,FDD16,OUT017,1209.12850874
3550,NCV18,OUT013,1399.00150486
3551,FDX07,OUT046,3035.78583146
3552,NCZ05,OUT027,2747.95522177
3553,NCI31,OUT013,601.627738575
3554,FDK14,OUT049,1346.44388686
3555,NCR06,OUT045,704.533847652
3556,NCF54,OUT049,3019.03845093
3557,DRG23,OUT010,366.12924038
3558,FDD53,OUT046,714.231926785
3559,NCM31,OUT027,3818.38864714
3560,FDT16,OUT017,4103.49961896
3561,FDR40,OUT035,1322.96610392
3562,DRG25,OUT017,3153.37376881
3563,FDT10,OUT035,962.622249757
3564,FDY32,OUT013,2595.53968383
3565,FDN50,OUT035,1442.05896993
3566,FDZ35,OUT019,274.141927079
3567,NCP54,OUT045,2057.98344134
