Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ08,OUT046,1341.292664
NCJ05,OUT018,2292.301261
FDF59,OUT046,2088.134659
NCO05,OUT035,1635.241353
FDW24,OUT018,694.4501444
NCX42,OUT018,2489.441558
NCA53,OUT035,782.9968738
FDI45,OUT019,442.1293241
FDG46,OUT046,1859.600487
FDM20,OUT010,564.9124845
FDW11,OUT010,173.0761168
FDX08,OUT035,2986.808782
NCK17,OUT035,672.0722922
FDK32,OUT018,2232.039937
NCA42,OUT035,2670.730261
DRI01,OUT035,2952.125167
NCL55,OUT049,4234.68276
DRE25,OUT018,1359.281214
FDD14,OUT017,3025.009505
FDB10,OUT046,3772.860532
DRN11,OUT035,2375.159091
FDP38,OUT018,711.3388076
NCA30,OUT017,3048.2731
FDT15,OUT017,3200.597873
NCP55,OUT018,771.5311501
FDF12,OUT035,2389.51423
FDM21,OUT018,3533.266548
FDX56,OUT035,3470.751404
FDF10,OUT017,2522.142247
FDT32,OUT045,3040.818054
FDM51,OUT018,1456.85437
NCR50,OUT018,2316.476645
FDI19,OUT049,4135.370439
FDX21,OUT017,1721.417938
FDR31,OUT035,2431.803438
FDY02,OUT013,4272.173485
NCA29,OUT045,2985.532256
NCX17,OUT046,3607.467644
FDM12,OUT045,3050.829339
FDI53,OUT027,4301.141103
NCU30,OUT049,2928.114955
FDC56,OUT027,3165.928014
FDK27,OUT018,1723.187896
NCK18,OUT017,2698.951053
FDB52,OUT019,523.9964927
DRG25,OUT027,5018.094674
FDZ13,OUT049,819.3186178
FDB57,OUT019,511.1015453
FDR40,OUT046,1339.045133
NCO14,OUT019,135.7396778
NCN19,OUT045,2994.060324
FDQ28,OUT019,389.6021406
FDO13,OUT018,2411.573148
FDK48,OUT013,1283.46329
FDU07,OUT018,2236.880127
FDW20,OUT046,2144.039159
FDV12,OUT010,234.1265908
FDH24,OUT013,2483.030691
FDV59,OUT049,3486.103273
FDK57,OUT045,2011.381593
FDL16,OUT027,1357.278259
NCQ17,OUT046,2473.244485
FDJ15,OUT018,2756.021025
FDX24,OUT049,1387.793001
FDT47,OUT046,1538.829238
FDT10,OUT049,855.5976605
FDZ37,OUT018,1287.100533
FDW43,OUT027,6007.067847
DRN36,OUT017,1571.380804
FDJ14,OUT045,1344.095722
FDA32,OUT013,3614.373968
FDJ38,OUT019,496.1783258
FDQ57,OUT017,2445.22644
NCQ41,OUT019,489.4858937
FDG56,OUT049,860.4893331
DRC13,OUT027,3283.829049
FDV55,OUT035,2394.948927
FDQ49,OUT045,2658.747016
FDE29,OUT010,170.6200158
FDR03,OUT013,3310.140491
FDD45,OUT049,1407.577544
FDN38,OUT010,561.3869169
FDT56,OUT046,928.2351309
FDT48,OUT045,3219.644692
FDU03,OUT049,3170.870152
FDC56,OUT010,265.2475739
NCO43,OUT027,2599.679864
FDQ27,OUT017,1701.216511
FDR03,OUT046,3387.168263
DRH23,OUT010,169.7595317
FDG22,OUT045,646.0630954
NCJ42,OUT013,1735.061287
FDR24,OUT046,1409.853154
FDW60,OUT035,2876.767272
FDJ08,OUT013,3165.328996
DRL59,OUT018,714.7312515
FDG60,OUT010,547.4423609
FDW27,OUT017,2512.410279
FDX14,OUT018,1138.609791
FDC20,OUT013,807.1487655
NCS29,OUT018,3575.206655
FDJ56,OUT046,1635.1917
FDB20,OUT019,232.1319743
FDL28,OUT027,5936.395453
FDW01,OUT018,2190.729791
FDL03,OUT046,3133.893293
FDX22,OUT049,3499.36726
FDJ21,OUT035,2434.747324
FDR31,OUT045,2430.209928
FDG21,OUT035,2621.072809
FDS22,OUT027,1242.429292
FDK08,OUT035,1605.342276
FDE17,OUT018,2222.792143
NCN30,OUT017,1573.799142
FDT50,OUT046,1541.431582
NCX42,OUT049,2890.01707
FDJ12,OUT035,3636.774821
NCA18,OUT027,3075.465241
FDP23,OUT019,492.8373326
FDX12,OUT013,4296.034777
FDN40,OUT018,2256.511981
FDV48,OUT035,1293.233682
NCY54,OUT013,2851.993942
FDL16,OUT010,146.6957135
FDR45,OUT018,3420.54483
FDJ52,OUT046,2726.10707
DRG01,OUT017,1253.869231
FDP52,OUT013,4081.548554
FDU58,OUT017,3216.071199
FDL02,OUT045,1676.632379
FDG28,OUT013,4327.601882
FDA19,OUT035,2061.277929
FDW46,OUT027,1899.920511
NCD43,OUT049,1649.786506
DRG39,OUT013,776.665324
NCF55,OUT049,659.1993905
FDJ07,OUT046,1991.706395
FDE08,OUT046,2498.150676
FDP56,OUT019,144.7802968
FDT45,OUT045,883.1979835
FDF17,OUT018,2902.43991
FDX44,OUT046,1359.473023
FDM28,OUT027,4980.880727
FDI36,OUT049,3225.979766
FDS07,OUT045,1926.95413
FDD36,OUT045,1978.03535
FDW11,OUT046,951.4366553
FDN40,OUT049,2458.686474
NCQ18,OUT049,1570.626547
NCQ54,OUT017,2722.204267
NCS42,OUT045,1474.358959
DRH39,OUT010,219.8741651
FDC09,OUT027,2732.191184
FDT08,OUT010,360.8508165
FDC08,OUT035,3851.267315
FDT20,OUT017,594.354061
FDS35,OUT035,1010.561364
FDX58,OUT018,2721.160451
FDW58,OUT046,1695.765661
DRD27,OUT046,1610.674499
FDH32,OUT019,243.4451415
FDS26,OUT035,4138.899351
FDQ31,OUT046,1379.153935
FDP11,OUT018,3236.399591
FDD58,OUT017,1663.833117
FDM33,OUT045,3448.459128
FDZ16,OUT049,3211.495481
NCS29,OUT010,569.0250667
NCM18,OUT019,169.524737
FDP11,OUT049,3502.915492
NCC42,OUT017,2295.854607
DRM23,OUT046,2820.254852
NCN55,OUT027,6076.754441
FDK46,OUT013,4380.309637
FDR01,OUT046,3273.974509
NCA05,OUT045,2535.637087
NCP43,OUT017,3012.441828
FDR12,OUT010,426.9517717
FDQ01,OUT013,4258.882323
FDM13,OUT046,2094.929952
FDQ19,OUT017,4154.153689
FDK56,OUT019,476.0046835
NCX06,OUT010,450.6235486
FDO56,OUT027,3102.494858
FDU45,OUT045,1845.820075
FDI16,OUT019,180.265977
FDL32,OUT046,1858.686161
FDA07,OUT046,2073.889561
FDA14,OUT045,2436.087194
FDV46,OUT027,3790.728738
NCO07,OUT035,3709.948586
NCP41,OUT046,1687.87112
FDY60,OUT018,1961.753847
FDN38,OUT017,4023.146016
FDO15,OUT046,1210.39708
FDT60,OUT013,2043.484948
FDA55,OUT035,3859.299325
FDE02,OUT010,220.5966992
DRJ39,OUT049,3538.561724
FDV34,OUT035,1266.103394
FDS20,OUT027,5107.815406
FDF02,OUT027,2721.666891
FDW40,OUT017,2384.533617
NCB43,OUT046,2987.290227
FDR58,OUT017,1478.428151
DRJ59,OUT035,664.6619649
NCD30,OUT017,1624.126808
FDE14,OUT017,1624.239107
FDC28,OUT018,1515.374569
FDU16,OUT018,1210.543385
NCD19,OUT035,911.8929132
FDU21,OUT046,635.2849517
FDV59,OUT027,5466.202139
FDU03,OUT045,3006.943666
FDC33,OUT010,532.5071347
NCR42,OUT035,622.6902529
DRH59,OUT035,1267.735479
NCM31,OUT035,2273.991481
FDS50,OUT035,3686.406416
FDP39,OUT046,852.5605694
FDQ55,OUT013,1989.490992
FDV36,OUT019,321.734362
FDI05,OUT027,2247.267372
FDS45,OUT027,2792.584558
FDA39,OUT045,665.0894965
FDC37,OUT010,251.4671438
FDJ60,OUT027,4591.508357
DRQ35,OUT046,2039.858377
NCJ06,OUT046,2092.713668
NCY42,OUT018,2103.199437
DRM37,OUT049,3198.583978
FDR14,OUT045,845.9102659
FDE51,OUT049,754.7371233
FDT33,OUT017,2699.1505
FDR08,OUT013,1865.149939
FDE36,OUT010,409.4187222
FDL22,OUT019,237.0107385
FDR44,OUT013,2127.939581
FDI56,OUT019,235.6192979
FDE47,OUT010,313.4486822
FDV27,OUT010,231.9321995
FDV10,OUT049,723.1262192
FDC40,OUT045,1248.450664
NCX41,OUT013,3417.473793
NCQ38,OUT027,2761.817863
FDV12,OUT027,2578.392981
FDE52,OUT017,1379.509734
FDG20,OUT027,4856.243628
FDV16,OUT027,1177.721196
FDI32,OUT017,1878.136855
FDJ32,OUT049,864.1435563
FDN39,OUT018,2573.694671
FDY34,OUT017,2743.999467
FDC14,OUT035,670.9615261
FDA55,OUT017,3942.866873
FDZ50,OUT010,493.1299075
DRG13,OUT049,2885.233895
FDP01,OUT013,2431.478842
NCG54,OUT017,2869.786764
FDM13,OUT045,2052.619035
NCO18,OUT027,4903.082213
NCW41,OUT013,2574.882098
FDM52,OUT027,4043.745503
NCF55,OUT035,630.2116941
FDT09,OUT046,2154.559815
NCM19,OUT035,1745.502895
FDW12,OUT018,2159.711335
FDP15,OUT019,516.6272084
FDK36,OUT045,782.0663627
FDZ25,OUT035,2917.918852
NCW06,OUT049,3147.868936
FDW60,OUT046,2979.335828
DRC49,OUT013,2490.835518
NCT17,OUT035,3041.662424
NCN06,OUT018,2394.21055
FDC45,OUT013,2785.11316
DRJ47,OUT019,414.9307722
NCF06,OUT045,3872.114328
FDE21,OUT010,268.5827626
DRG27,OUT013,646.4356379
FDW40,OUT049,2241.726997
NCO53,OUT046,2979.215138
FDE23,OUT049,740.098215
FDQ16,OUT046,1731.950045
FDS26,OUT045,4045.605517
FDZ13,OUT010,148.1661144
FDS14,OUT049,2570.681838
FDC10,OUT045,1981.664317
FDY16,OUT049,3193.673129
FDJ20,OUT035,2108.501991
FDV43,OUT035,687.4045829
FDZ32,OUT027,2780.548036
FDR23,OUT046,2779.365413
FDN24,OUT035,880.3555284
FDE34,OUT027,5044.228094
FDU31,OUT013,3643.42555
FDW33,OUT018,1514.463437
FDU26,OUT046,1966.841191
FDE20,OUT027,4716.611414
NCW05,OUT035,1677.06581
FDB22,OUT018,2260.578392
FDO56,OUT046,1938.054762
FDA19,OUT027,3348.454482
DRI39,OUT045,925.1551757
FDH52,OUT018,783.9576622
FDZ50,OUT035,3056.753833
NCN42,OUT035,2528.962238
FDB53,OUT013,2490.926631
DRG11,OUT017,1729.036871
DRK11,OUT027,4094.080311
FDQ60,OUT017,2056.78241
FDT36,OUT017,575.5708143
DRG25,OUT018,2732.019671
DRJ23,OUT046,3070.017561
FDG05,OUT035,2622.888233
NCK06,OUT018,1717.607283
FDU52,OUT017,2447.95535
FDW07,OUT018,1285.995379
NCM17,OUT045,749.5212811
FDA22,OUT045,2793.151763
NCA41,OUT018,2871.240315
FDF38,OUT035,698.8735356
FDH52,OUT046,962.9031414
FDY58,OUT019,504.3144311
FDZ16,OUT045,3049.050874
NCM18,OUT017,944.5395334
FDA22,OUT018,2437.112428
NCJ43,OUT035,2923.823222
FDI34,OUT027,5943.539011
FDG56,OUT046,949.8722343
FDS34,OUT046,1971.907174
DRC01,OUT035,821.8777056
FDQ04,OUT035,667.2327448
FDK04,OUT035,927.3984788
FDT51,OUT049,1720.217586
FDV26,OUT017,3174.793211
FDS04,OUT049,2244.66838
FDW43,OUT018,3365.216668
FDQ28,OUT010,376.9563313
NCK06,OUT017,2088.569813
FDS23,OUT018,1839.79834
FDZ36,OUT019,494.5831279
FDE56,OUT018,807.4497781
FDW10,OUT027,4745.862477
NCN14,OUT045,2945.780928
NCQ18,OUT045,1595.181133
FDW08,OUT017,1735.365303
FDU43,OUT035,4012.026448
FDR33,OUT010,264.6362355
FDM24,OUT010,364.3707481
NCZ05,OUT046,1682.410667
NCV41,OUT035,1836.961829
FDV11,OUT018,2576.461338
NCY05,OUT035,633.2573177
FDV44,OUT018,2754.217776
FDW32,OUT049,1339.118521
NCU18,OUT027,3843.919552
NCC43,OUT035,4007.14147
FDW19,OUT013,1806.82173
FDN31,OUT035,3086.39276
FDI48,OUT045,821.6046523
FDS24,OUT017,1414.091195
FDF46,OUT049,1958.839668
DRG23,OUT017,2454.962701
FDG14,OUT018,2213.664411
NCY30,OUT049,3003.673618
FDO28,OUT018,1703.342025
DRD24,OUT035,2262.938269
FDI33,OUT049,1420.553663
FDN32,OUT046,3006.062437
FDR16,OUT045,3565.683233
FDF26,OUT046,2399.39053
NCN29,OUT018,688.2207651
FDE20,OUT045,2933.371405
FDA46,OUT046,3142.468151
FDU28,OUT045,3022.526207
FDQ48,OUT045,1594.16276
FDV36,OUT013,2188.144268
FDR14,OUT018,727.2010587
FDP23,OUT017,3729.793216
FDP56,OUT013,775.4446613
FDK48,OUT010,221.1238426
FDR48,OUT046,2426.337968
NCY29,OUT049,842.4471064
FDM22,OUT018,736.6970475
DRJ01,OUT013,2628.143333
FDZ43,OUT045,4003.221312
FDV03,OUT035,2607.653629
FDX11,OUT027,5167.820488
NCA41,OUT027,5111.009097
FDE38,OUT017,2652.735649
FDI27,OUT018,676.6922623
FDN32,OUT013,3195.804441
NCN43,OUT017,2106.55626
FDB47,OUT027,5283.031943
FDV03,OUT017,2587.217785
NCN30,OUT045,1580.731343
NCV54,OUT010,290.9705561
FDV07,OUT013,1757.537061
FDP07,OUT049,3166.932672
FDK48,OUT018,1039.775357
FDM15,OUT019,368.7639412
FDY19,OUT027,3043.676609
FDK46,OUT046,3966.461861
FDY11,OUT045,1058.626942
FDH09,OUT046,837.8952365
FDO08,OUT027,4504.921999
FDU14,OUT013,4433.326325
FDD22,OUT027,3023.739656
FDM27,OUT017,2594.038961
FDL02,OUT027,2774.510594
NCA17,OUT035,2530.552689
FDE38,OUT019,404.7920764
NCG07,OUT049,3244.058516
DRC27,OUT013,4405.389013
FDA27,OUT035,4136.803336
FDW40,OUT045,2226.381156
DRI11,OUT013,1945.819032
FDN50,OUT046,1484.675077
FDR12,OUT046,2897.849881
FDT34,OUT027,2766.707884
FDW11,OUT035,966.9147608
NCO30,OUT027,5089.916595
FDZ34,OUT017,3281.56633
FDU45,OUT017,1864.985319
NCD42,OUT035,634.3157191
FDX25,OUT045,2951.809969
NCR29,OUT046,899.2050963
FDX43,OUT019,412.0405035
FDB04,OUT010,219.007241
FDR49,OUT027,1398.385435
FDS39,OUT018,1946.298283
FDW58,OUT045,1652.769484
FDG22,OUT019,157.3263865
FDG31,OUT017,972.1533023
NCV53,OUT027,6092.517814
DRJ37,OUT035,2493.803265
FDV07,OUT035,1735.527581
FDW52,OUT018,2459.547435
FDT15,OUT045,3071.825302
FDD02,OUT018,1691.948464
FDM16,OUT035,1211.528328
NCE55,OUT046,2775.013984
FDB57,OUT018,3253.01256
FDQ04,OUT013,684.7423828
FDQ47,OUT019,144.2230709
FDY14,OUT019,520.7485211
DRK37,OUT017,3154.836712
FDO25,OUT017,3683.681096
FDL57,OUT046,3960.867489
NCK29,OUT018,1739.731944
FDK46,OUT027,6037.539876
NCB43,OUT010,467.6526804
DRE01,OUT027,6033.616171
FDC46,OUT018,2679.948423
FDQ23,OUT045,1663.23875
FDX38,OUT049,782.1393416
FDG60,OUT018,3414.281829
FDW55,OUT017,4122.907011
FDP39,OUT013,759.5495821
FDB20,OUT018,1189.520635
FDV21,OUT017,2108.041072
FDZ02,OUT013,1548.98431
FDP19,OUT027,3480.783061
FDA38,OUT035,4149.750824
FDH22,OUT045,2017.509866
DRM11,OUT045,3965.142759
FDO12,OUT027,5218.627721
FDT14,OUT049,2038.004738
FDW34,OUT010,559.9180236
FDG04,OUT027,5090.565304
FDW59,OUT018,1230.841967
FDR33,OUT018,1530.511891
FDP32,OUT013,2096.628391
FDL13,OUT027,6026.848143
FDD22,OUT013,1909.354182
FDV40,OUT027,1999.320825
NCD55,OUT046,689.3472731
FDQ20,OUT010,148.1219022
FDD28,OUT045,928.9819448
FDC39,OUT045,3463.510083
NCR17,OUT049,2004.071716
DRO35,OUT018,1605.618815
FDF40,OUT049,4235.119956
FDR31,OUT018,2105.372007
NCQ41,OUT017,3216.577672
FDP38,OUT046,802.3595093
NCU54,OUT027,5324.887188
FDG22,OUT018,585.3800877
DRK59,OUT013,4115.750307
FDC37,OUT046,1715.101623
NCO42,OUT013,2541.634442
NCT42,OUT017,2459.082947
FDX27,OUT035,1448.968018
FDV40,OUT018,1054.321522
FDT45,OUT027,1684.590338
FDS47,OUT019,236.798792
FDR45,OUT035,4028.333043
FDB03,OUT045,3860.343169
FDO49,OUT035,842.4561521
FDU60,OUT027,4591.508357
FDB26,OUT018,705.0098658
FDB46,OUT017,3826.476686
FDQ37,OUT019,491.5128975
FDN03,OUT017,4030.083341
NCX30,OUT045,3818.505358
FDK32,OUT019,382.7388433
DRM47,OUT013,3131.066078
NCO02,OUT046,1060.124913
FDP04,OUT013,930.5160189
NCO43,OUT049,1644.577705
FDD59,OUT013,1364.206257
FDQ10,OUT017,2913.360591
FDW45,OUT035,2573.543452
NCK30,OUT049,4208.253314
FDU31,OUT018,3211.002684
NCQ17,OUT019,374.1873108
FDN01,OUT017,2821.056085
FDZ19,OUT049,2956.020266
DRG37,OUT017,2607.067952
FDE32,OUT045,636.803968
FDO34,OUT049,2918.127021
FDM04,OUT019,162.5311604
FDZ25,OUT049,2971.572086
FDU08,OUT049,1600.816691
NCW30,OUT045,3872.114328
NCM18,OUT013,848.5397979
FDS22,OUT035,692.4536876
NCH18,OUT017,4049.141415
FDC23,OUT013,3081.275369
FDY46,OUT013,3150.461448
NCU06,OUT046,3635.232991
FDX57,OUT045,1572.788828
FDX36,OUT027,5782.033179
FDL16,OUT045,759.8017592
FDT16,OUT010,566.5279507
FDN16,OUT018,1447.699546
FDC03,OUT046,3224.877704
DRF60,OUT013,4228.381599
FDS27,OUT027,5160.642708
FDP33,OUT010,546.9394592
FDJ36,OUT018,1444.54758
NCR42,OUT013,608.5749831
FDV14,OUT017,1332.078765
NCP42,OUT035,3100.799452
FDB50,OUT027,2279.951043
NCC30,OUT027,4858.235736
FDA23,OUT018,1474.981483
FDW16,OUT017,1424.261391
FDQ52,OUT010,555.7461343
FDB58,OUT049,2346.278244
NCP29,OUT049,922.5502252
NCM05,OUT045,3955.944036
FDO25,OUT013,3389.292287
NCM54,OUT046,2141.475979
NCL54,OUT046,2947.355236
FDL39,OUT010,469.6226934
FDF53,OUT018,2676.71723
NCQ42,OUT035,2109.201627
FDF58,OUT013,886.2818651
FDZ04,OUT035,1002.550867
FDE26,OUT019,345.5980104
FDS60,OUT017,2959.926331
FDV58,OUT017,3106.292357
FDM04,OUT045,831.4885385
FDE08,OUT035,2486.366486
NCB43,OUT049,3130.323749
FDU11,OUT010,285.4329385
FDF22,OUT019,484.8632748
FDE24,OUT013,2352.311271
DRJ49,OUT046,2096.034815
NCQ53,OUT035,3957.08189
NCL41,OUT013,614.3508774
FDR22,OUT013,1822.778364
FDH04,OUT035,1442.608001
DRH15,OUT045,729.4677952
FDY40,OUT049,767.0819609
NCI17,OUT035,1605.016354
NCC18,OUT013,2876.66615
FDY28,OUT027,5303.03011
FDB45,OUT027,2760.987288
NCL30,OUT018,1798.827286
FDM10,OUT017,3829.372756
FDH22,OUT027,3435.183415
NCZ53,OUT017,3182.600722
NCI18,OUT013,3725.804151
FDH14,OUT027,3824.558522
FDR36,OUT027,1374.469511
FDW01,OUT045,2482.580631
FDK02,OUT027,3136.228685
FDJ02,OUT018,2144.982336
FDU55,OUT013,4424.942422
NCV18,OUT027,2354.386406
FDH14,OUT018,1922.582118
FDZ37,OUT045,1384.811951
FDX49,OUT049,3832.275095
NCD43,OUT046,1710.919214
FDZ07,OUT013,857.078252
FDK43,OUT035,2054.746285
FDR32,OUT018,3357.063305
FDT39,OUT013,2521.947746
NCV54,OUT017,2086.472649
FDF38,OUT018,623.7174459
FDV60,OUT046,3112.160836
FDH44,OUT027,4009.727269
FDS21,OUT046,937.2204543
NCL41,OUT045,628.4612061
FDM46,OUT017,1526.467239
FDU27,OUT045,788.8597775
NCJ54,OUT017,3928.293386
DRG51,OUT018,2452.179945
NCA29,OUT019,408.3905123
FDR47,OUT045,3053.705596
NCL19,OUT027,3821.432172
DRG01,OUT049,1164.862225
FDG10,OUT046,906.5910676
NCV05,OUT049,2490.938282
NCH18,OUT019,506.4551224
FDV14,OUT018,1231.759391
DRJ23,OUT035,3029.228166
DRJ11,OUT046,3153.077927
FDZ03,OUT017,3180.55928
FDI27,OUT010,141.9512147
FDJ14,OUT018,1224.402828
FDU32,OUT017,2072.718889
FDD47,OUT027,4558.441401
DRF36,OUT035,3008.212078
FDM21,OUT046,3959.218579
FDV10,OUT018,638.827833
FDH60,OUT018,2899.219695
FDX47,OUT010,386.1209008
FDT19,OUT019,433.4304817
FDO11,OUT045,4066.777032
FDH24,OUT027,4242.725097
FDL02,OUT018,1472.092124
FDB02,OUT049,2996.832784
FDA43,OUT046,3219.148762
FDG52,OUT045,749.6886079
DRC12,OUT013,3139.520568
FDY37,OUT018,1963.00784
NCU18,OUT045,2166.718319
FDU09,OUT035,904.7181793
DRJ25,OUT027,1482.526446
DRE12,OUT018,1606.533019
DRL47,OUT017,2183.760422
DRK01,OUT046,1551.765555
FDC22,OUT019,486.0822364
FDG44,OUT013,790.8658087
FDW04,OUT035,2074.74329
FDK09,OUT049,3720.047125
NCN43,OUT035,2052.175751
FDG04,OUT049,3227.015355
FDH32,OUT010,219.4130541
DRI47,OUT017,2480.78297
DRE15,OUT013,1191.310329
FDY11,OUT035,1079.004998
FDO60,OUT049,732.1153652
FDQ20,OUT018,606.6024426
FDO57,OUT027,4278.987375
FDT14,OUT019,305.535976
FDA57,OUT049,667.0779218
DRN35,OUT017,593.9971715
FDJ03,OUT046,822.887984
FDX28,OUT017,1674.455571
DRE25,OUT045,1485.28836
FDR09,OUT046,3978.533263
FDB23,OUT035,3987.28003
FDO08,OUT045,2764.946879
FDQ23,OUT049,1651.099285
FDW04,OUT013,2113.436412
DRK13,OUT010,495.3836911
NCL17,OUT027,3820.85815
FDY21,OUT035,3081.126443
FDJ38,OUT027,5145.29816
FDA37,OUT019,319.448665
FDV43,OUT013,710.9434253
FDL36,OUT046,1436.712776
FDD53,OUT045,667.2737446
FDZ19,OUT010,435.0558463
FDV21,OUT045,2035.111299
NCL54,OUT018,2683.648475
DRI47,OUT027,3955.496
DRG03,OUT049,2569.224014
FDG21,OUT013,2566.212524
FDW03,OUT018,1488.309283
NCI55,OUT046,2108.273999
DRC36,OUT019,433.6660872
FDH22,OUT017,2108.374519
FDV20,OUT045,2096.914634
NCU41,OUT027,5106.981624
FDN46,OUT027,2797.989497
FDK50,OUT045,2775.114378
NCA05,OUT027,4058.029375
DRH01,OUT018,2586.989639
FDT08,OUT018,2184.190463
FDM08,OUT018,3287.056617
FDZ07,OUT035,964.2660543
FDS22,OUT017,726.3524874
FDV35,OUT027,4158.083931
FDI28,OUT010,221.3573027
FDW58,OUT027,2774.64062
FDT52,OUT045,4050.041034
FDY34,OUT046,2809.366857
FDR10,OUT046,2759.477225
FDK57,OUT017,2060.278772
FDR02,OUT027,2813.014655
FDX49,OUT046,3736.793921
FDQ20,OUT046,677.6590429
DRK23,OUT045,3990.471495
NCW06,OUT046,3075.652872
FDR31,OUT017,2463.855457
NCE43,OUT013,2754.110591
DRO59,OUT027,2179.362345
FDN09,OUT049,4211.837779
FDR11,OUT046,2680.381675
FDO57,OUT013,2658.317706
NCX18,OUT017,3205.535655
FDB05,OUT018,3575.021816
FDQ08,OUT018,783.9576622
NCG43,OUT035,1512.567932
FDJ56,OUT013,1677.088836
FDA13,OUT010,146.1318919
FDO56,OUT017,1942.523592
FDB37,OUT018,3469.39735
FDZ02,OUT018,1406.886144
FDQ24,OUT046,4054.277372
FDM16,OUT013,1167.27326
FDU35,OUT049,1637.01324
FDT35,OUT035,2849.49884
NCX30,OUT049,4232.857138
FDG04,OUT017,3130.21478
FDI12,OUT035,1394.623377
FDE35,OUT035,954.256004
NCP14,OUT027,2745.210739
NCY53,OUT045,1737.261864
FDP49,OUT017,856.6605155
FDQ04,OUT017,661.3963648
FDM39,OUT035,2915.018864
FDO58,OUT019,409.317825
FDC56,OUT017,2028.495534
NCQ54,OUT046,2895.750707
FDV10,OUT027,1247.904747
NCK17,OUT046,673.0345569
NCF55,OUT027,1140.962696
FDV33,OUT013,4390.685828
NCH29,OUT019,237.4171242
FDA37,OUT027,3272.464487
FDH46,OUT018,1488.780835
FDS25,OUT035,1755.747758
FDH04,OUT027,2449.566611
FDX52,OUT046,3171.886367
NCD42,OUT017,597.6346052
FDW47,OUT017,2103.726446
FDL25,OUT027,2536.777361
NCJ06,OUT010,287.769064
FDY09,OUT013,2864.177875
FDS40,OUT046,641.2340928
FDH41,OUT017,3727.18013
FDG38,OUT035,1386.821512
FDU03,OUT027,5041.796088
FDV20,OUT046,2147.777185
DRB13,OUT045,3084.321194
NCQ30,OUT013,2067.146985
NCH06,OUT013,4211.921656
FDU50,OUT018,1594.885392
NCO42,OUT019,355.4887908
FDW09,OUT018,1177.453807
FDH04,OUT013,1426.320166
FDC21,OUT045,1687.583329
FDL21,OUT049,672.3550627
FDM46,OUT010,232.8300047
FDT22,OUT019,168.7063814
FDB28,OUT035,3177.420516
FDI12,OUT018,1298.248101
FDA28,OUT045,2091.424466
FDF59,OUT013,2127.494824
FDM45,OUT027,3267.401377
FDQ56,OUT017,1380.162504
FDR46,OUT049,2435.287776
FDT01,OUT013,3448.593284
FDD16,OUT027,2112.448066
NCU30,OUT010,402.1309983
FDM40,OUT010,352.1543054
FDI56,OUT035,1470.322038
NCS30,OUT013,2097.907653
FDU08,OUT017,1631.395927
FDX51,OUT027,5153.29614
FDA43,OUT045,3118.23185
FDX59,OUT010,143.6833964
FDC37,OUT018,1447.320467
FDP58,OUT013,3581.309909
NCY42,OUT035,2257.511348
FDF21,OUT018,2768.894901
FDU10,OUT027,1171.758495
DRL47,OUT018,1740.524315
FDA58,OUT018,3382.080944
FDJ22,OUT049,3162.607641
FDK50,OUT046,2673.561877
FDO38,OUT035,1236.015803
DRF60,OUT035,4004.97175
NCZ42,OUT019,507.8674028
FDD35,OUT049,2057.073644
FDL25,OUT045,1464.43665
FDJ16,OUT013,833.7527079
DRK59,OUT049,3948.863638
FDI50,OUT046,3847.342947
NCB19,OUT045,1440.020542
DRI37,OUT035,965.1388969
FDA14,OUT027,4028.860373
FDC08,OUT018,3343.237061
FDS45,OUT046,1721.929339
FDI21,OUT049,890.4229063
DRJ47,OUT035,2858.51136
DRE37,OUT027,5070.884662
FDT55,OUT018,2407.567054
NCG42,OUT027,3375.541209
FDA31,OUT049,2978.610827
NCW42,OUT046,3472.846326
FDF50,OUT017,3266.376881
FDK56,OUT049,3259.511692
FDX10,OUT035,643.0482843
NCK07,OUT027,4407.698063
FDZ49,OUT017,3830.716473
FDR33,OUT013,1784.894383
FDO44,OUT018,1495.879025
FDA20,OUT046,3175.290074
NCL30,OUT045,2083.373969
FDI05,OUT019,249.7549556
FDQ12,OUT018,3352.594928
FDH47,OUT017,1580.753911
FDH34,OUT018,2732.019671
FDF29,OUT046,2147.295135
FDG40,OUT018,576.5525645
NCE18,OUT017,4040.243421
FDP21,OUT010,500.1942185
FDY50,OUT013,1388.38778
FDB36,OUT049,2094.244013
NCZ29,OUT049,2114.714236
FDU20,OUT018,1682.673525
FDO56,OUT013,1969.549827
FDW31,OUT049,3240.076361
DRH59,OUT013,1209.726517
NCB30,OUT017,3214.077561
FDK43,OUT027,3350.322192
FDW43,OUT045,3814.909443
NCL19,OUT017,2300.689947
FDJ27,OUT046,1623.339957
FDC45,OUT046,2835.539531
FDY40,OUT035,825.036951
NCM41,OUT035,1460.472669
NCK18,OUT019,401.7552172
FDP37,OUT049,2114.657499
FDA27,OUT027,6127.781242
NCX30,OUT035,3962.824388
FDR09,OUT017,4035.387408
FDG08,OUT027,4716.039009
NCU30,OUT013,2631.421963
FDB16,OUT017,1388.278203
FDM16,OUT017,1214.521476
FDC48,OUT013,1313.277127
NCF18,OUT046,3064.318182
FDU46,OUT018,1297.138423
FDH41,OUT018,3204.925044
NCN42,OUT010,347.1696891
FDU49,OUT046,1344.548887
FDB20,OUT027,2190.47492
FDG50,OUT019,242.7521563
